Location, Date, Time, Sensor Type, Reading, 
A10, 10/21/2021 12:00:00 AM, 14:15:23, Water Level, 22, 
A10, 10/21/2021 12:00:00 AM, 14:15:44, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:16:05, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:16:25, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:16:46, Water Level, 34, 
A10, 10/21/2021 12:00:00 AM, 14:17:07, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:17:27, Water Level, 29, 
A10, 10/21/2021 12:00:00 AM, 14:17:48, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:18:09, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:18:29, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:18:50, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:19:11, Water Level, 28, 
A10, 10/21/2021 12:00:00 AM, 14:19:31, Water Level, 28, 
A10, 10/21/2021 12:00:00 AM, 14:19:52, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:20:13, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:20:33, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:20:53, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:21:14, Water Level, 34, 
A10, 10/21/2021 12:00:00 AM, 14:21:35, Water Level, 27, 
A10, 10/21/2021 12:00:00 AM, 14:21:55, Water Level, 23, 
A10, 10/21/2021 12:00:00 AM, 14:22:16, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:22:37, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:22:57, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:23:18, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:23:39, Water Level, 24, 
A10, 10/21/2021 12:00:00 AM, 14:24:00, Water Level, 23, 
A10, 10/21/2021 12:00:00 AM, 14:24:20, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:24:41, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:25:01, Water Level, 27, 
A10, 10/21/2021 12:00:00 AM, 14:25:22, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:25:43, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:26:03, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:26:24, Water Level, 27, 
A10, 10/21/2021 12:00:00 AM, 14:26:45, Water Level, 27, 
A10, 10/21/2021 12:00:00 AM, 14:27:07, Water Level, 28, 
A10, 10/21/2021 12:00:00 AM, 14:27:28, Water Level, 18, 
A10, 10/21/2021 12:00:00 AM, 14:27:49, Water Level, 29, 
A10, 10/21/2021 12:00:00 AM, 14:28:09, Water Level, 29, 
A10, 10/21/2021 12:00:00 AM, 14:28:30, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:28:51, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:29:12, Water Level, 27, 
A10, 10/21/2021 12:00:00 AM, 14:29:33, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:29:54, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:30:15, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:30:35, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:30:56, Water Level, 24, 
A10, 10/21/2021 12:00:00 AM, 14:31:17, Water Level, 24, 
A10, 10/21/2021 12:00:00 AM, 14:31:38, Water Level, 24, 
A10, 10/21/2021 12:00:00 AM, 14:31:58, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:32:19, Water Level, 24, 
A10, 10/21/2021 12:00:00 AM, 14:32:40, Water Level, 24, 
A10, 10/21/2021 12:00:00 AM, 14:33:01, Water Level, 27, 
A10, 10/21/2021 12:00:00 AM, 14:33:23, Water Level, 27, 
A10, 10/21/2021 12:00:00 AM, 14:33:44, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:34:04, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:34:26, Water Level, 23, 
A10, 10/21/2021 12:00:00 AM, 14:34:47, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:35:08, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:35:29, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:35:50, Water Level, 27, 
A10, 10/21/2021 12:00:00 AM, 14:36:10, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:36:31, Water Level, 34, 
A10, 10/21/2021 12:00:00 AM, 14:36:52, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:37:13, Water Level, 20, 
A10, 10/21/2021 12:00:00 AM, 14:37:34, Water Level, 28, 
A10, 10/21/2021 12:00:00 AM, 14:37:54, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:38:15, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:38:36, Water Level, 24, 
A10, 10/21/2021 12:00:00 AM, 14:38:58, Water Level, 28, 
A10, 10/21/2021 12:00:00 AM, 14:39:19, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:39:40, Water Level, 28, 
A10, 10/21/2021 12:00:00 AM, 14:40:02, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:40:23, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:40:44, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:41:05, Water Level, 27, 
A10, 10/21/2021 12:00:00 AM, 14:41:26, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:41:48, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:42:11, Water Level, 33, 
A10, 10/21/2021 12:00:00 AM, 14:42:32, Water Level, 25, 
A10, 10/21/2021 12:00:00 AM, 14:42:53, Water Level, 34, 
A10, 10/21/2021 12:00:00 AM, 14:43:15, Water Level, 24, 
A10, 10/21/2021 12:00:00 AM, 14:44:04, Water Level, 26, 
A10, 10/21/2021 12:00:00 AM, 14:44:19, Water Level, 25, 
B10, 10/21/2021 12:00:00 AM, 14:11:20, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:11:41, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:12:01, Water Level, 23, 
B10, 10/21/2021 12:00:00 AM, 14:12:22, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:12:42, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:13:02, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:13:23, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:13:43, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:14:04, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:14:24, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:14:45, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:15:05, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:15:26, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:15:46, Water Level, 27, 
B10, 10/21/2021 12:00:00 AM, 14:16:07, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:16:28, Water Level, 27, 
B10, 10/21/2021 12:00:00 AM, 14:16:48, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:17:09, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:17:30, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:17:51, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:18:11, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:18:32, Water Level, 31, 
B10, 10/21/2021 12:00:00 AM, 14:18:53, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:19:13, Water Level, 31, 
B10, 10/21/2021 12:00:00 AM, 14:19:34, Water Level, 34, 
B10, 10/21/2021 12:00:00 AM, 14:19:54, Water Level, 27, 
B10, 10/21/2021 12:00:00 AM, 14:20:15, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:20:35, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:20:56, Water Level, 27, 
B10, 10/21/2021 12:00:00 AM, 14:21:17, Water Level, 31, 
B10, 10/21/2021 12:00:00 AM, 14:21:37, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:21:58, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:22:19, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:22:39, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:23:00, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:23:21, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:23:42, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:24:02, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:24:23, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:24:43, Water Level, 23, 
B10, 10/21/2021 12:00:00 AM, 14:25:04, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:25:25, Water Level, 31, 
B10, 10/21/2021 12:00:00 AM, 14:25:45, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:26:06, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:26:27, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:26:48, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:27:09, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:27:30, Water Level, 31, 
B10, 10/21/2021 12:00:00 AM, 14:27:51, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:28:12, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:28:33, Water Level, 27, 
B10, 10/21/2021 12:00:00 AM, 14:28:54, Water Level, 49, 
B10, 10/21/2021 12:00:00 AM, 14:29:15, Water Level, 34, 
B10, 10/21/2021 12:00:00 AM, 14:29:36, Water Level, 27, 
B10, 10/21/2021 12:00:00 AM, 14:29:56, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:30:17, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:30:38, Water Level, 27, 
B10, 10/21/2021 12:00:00 AM, 14:30:59, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:31:20, Water Level, 36, 
B10, 10/21/2021 12:00:00 AM, 14:31:41, Water Level, 27, 
B10, 10/21/2021 12:00:00 AM, 14:32:01, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:32:22, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:32:43, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:33:04, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:33:25, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:33:46, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:34:07, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:34:28, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:34:49, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:35:10, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:35:31, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:35:52, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:36:13, Water Level, 31, 
B10, 10/21/2021 12:00:00 AM, 14:36:34, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:36:55, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:37:16, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:37:37, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:37:57, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:38:18, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:38:39, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:39:00, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:39:21, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:39:43, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:40:04, Water Level, 27, 
B10, 10/21/2021 12:00:00 AM, 14:40:26, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:40:47, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:41:08, Water Level, 31, 
B10, 10/21/2021 12:00:00 AM, 14:41:29, Water Level, 29, 
B10, 10/21/2021 12:00:00 AM, 14:41:52, Water Level, 26, 
B10, 10/21/2021 12:00:00 AM, 14:42:14, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:42:35, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:42:56, Water Level, 30, 
B10, 10/21/2021 12:00:00 AM, 14:43:18, Water Level, 28, 
B10, 10/21/2021 12:00:00 AM, 14:44:05, Water Level, 27, 
B10, 10/21/2021 12:00:00 AM, 14:44:22, Water Level, 30, 
C10, 10/21/2021 12:00:00 AM, 14:11:22, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:11:43, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:12:04, Water Level, 0, 
C10, 10/21/2021 12:00:00 AM, 14:12:24, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:12:45, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:13:05, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:13:25, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:13:46, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:14:06, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:14:27, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:14:47, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:15:08, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:15:28, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:15:49, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:16:10, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:16:30, Water Level, 0, 
C10, 10/21/2021 12:00:00 AM, 14:16:51, Water Level, 0, 
C10, 10/21/2021 12:00:00 AM, 14:17:12, Water Level, 1, 
C10, 10/21/2021 12:00:00 AM, 14:17:33, Water Level, 8, 
C10, 10/21/2021 12:00:00 AM, 14:17:53, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:18:14, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:18:35, Water Level, 5, 
C10, 10/21/2021 12:00:00 AM, 14:18:55, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:19:16, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:19:37, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:19:57, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:20:18, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:20:38, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:20:59, Water Level, 31, 
C10, 10/21/2021 12:00:00 AM, 14:21:19, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:21:40, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:22:00, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:22:21, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:22:42, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:23:03, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:23:23, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:23:44, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:24:05, Water Level, 0, 
C10, 10/21/2021 12:00:00 AM, 14:24:25, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:24:46, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:25:06, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:25:27, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:25:48, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:26:08, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:26:29, Water Level, 1, 
C10, 10/21/2021 12:00:00 AM, 14:26:50, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:27:12, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:27:33, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:27:54, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:28:14, Water Level, 0, 
C10, 10/21/2021 12:00:00 AM, 14:28:35, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:28:56, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:29:17, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:29:38, Water Level, 5, 
C10, 10/21/2021 12:00:00 AM, 14:29:59, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:30:20, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:30:41, Water Level, 1, 
C10, 10/21/2021 12:00:00 AM, 14:31:01, Water Level, 0, 
C10, 10/21/2021 12:00:00 AM, 14:31:23, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:31:43, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:32:04, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:32:25, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:32:46, Water Level, 5, 
C10, 10/21/2021 12:00:00 AM, 14:33:07, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:33:28, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:33:49, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:34:10, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:34:31, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:34:52, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:35:13, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:35:34, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:35:55, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:36:16, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:36:37, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:36:58, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:37:18, Water Level, 5, 
C10, 10/21/2021 12:00:00 AM, 14:37:39, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:38:00, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:38:20, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:38:42, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:39:03, Water Level, 8, 
C10, 10/21/2021 12:00:00 AM, 14:39:24, Water Level, 0, 
C10, 10/21/2021 12:00:00 AM, 14:39:46, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:40:07, Water Level, 0, 
C10, 10/21/2021 12:00:00 AM, 14:40:28, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:40:49, Water Level, 1, 
C10, 10/21/2021 12:00:00 AM, 14:41:11, Water Level, 5, 
C10, 10/21/2021 12:00:00 AM, 14:41:32, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:41:55, Water Level, 9, 
C10, 10/21/2021 12:00:00 AM, 14:42:16, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:42:38, Water Level, 3, 
C10, 10/21/2021 12:00:00 AM, 14:42:59, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:43:20, Water Level, 2, 
C10, 10/21/2021 12:00:00 AM, 14:44:05, Water Level, 4, 
C10, 10/21/2021 12:00:00 AM, 14:44:24, Water Level, 3, 
D10, 10/21/2021 12:00:00 AM, 14:11:25, Water Level, 46, 
D10, 10/21/2021 12:00:00 AM, 14:11:46, Water Level, 44, 
D10, 10/21/2021 12:00:00 AM, 14:12:06, Water Level, 45, 
D10, 10/21/2021 12:00:00 AM, 14:12:27, Water Level, 45, 
D10, 10/21/2021 12:00:00 AM, 14:12:47, Water Level, 44, 
D10, 10/21/2021 12:00:00 AM, 14:13:08, Water Level, 45, 
D10, 10/21/2021 12:00:00 AM, 14:13:28, Water Level, 43, 
D10, 10/21/2021 12:00:00 AM, 14:13:48, Water Level, 43, 
D10, 10/21/2021 12:00:00 AM, 14:14:09, Water Level, 41, 
D10, 10/21/2021 12:00:00 AM, 14:14:29, Water Level, 84, 
D10, 10/21/2021 12:00:00 AM, 14:14:50, Water Level, 38, 
D10, 10/21/2021 12:00:00 AM, 14:15:10, Water Level, 41, 
D10, 10/21/2021 12:00:00 AM, 14:15:31, Water Level, 73, 
D10, 10/21/2021 12:00:00 AM, 14:15:51, Water Level, 56, 
D10, 10/21/2021 12:00:00 AM, 14:16:12, Water Level, 69, 
D10, 10/21/2021 12:00:00 AM, 14:16:33, Water Level, 122, 
D10, 10/21/2021 12:00:00 AM, 14:16:54, Water Level, 122, 
D10, 10/21/2021 12:00:00 AM, 14:17:15, Water Level, 125, 
D10, 10/21/2021 12:00:00 AM, 14:17:35, Water Level, 123, 
D10, 10/21/2021 12:00:00 AM, 14:17:56, Water Level, 125, 
D10, 10/21/2021 12:00:00 AM, 14:18:17, Water Level, 130, 
D10, 10/21/2021 12:00:00 AM, 14:18:37, Water Level, 132, 
D10, 10/21/2021 12:00:00 AM, 14:18:58, Water Level, 132, 
D10, 10/21/2021 12:00:00 AM, 14:19:18, Water Level, 136, 
D10, 10/21/2021 12:00:00 AM, 14:19:39, Water Level, 139, 
D10, 10/21/2021 12:00:00 AM, 14:20:00, Water Level, 138, 
D10, 10/21/2021 12:00:00 AM, 14:20:20, Water Level, 142, 
D10, 10/21/2021 12:00:00 AM, 14:20:41, Water Level, 147, 
D10, 10/21/2021 12:00:00 AM, 14:21:01, Water Level, 148, 
D10, 10/21/2021 12:00:00 AM, 14:21:22, Water Level, 154, 
D10, 10/21/2021 12:00:00 AM, 14:21:42, Water Level, 148, 
D10, 10/21/2021 12:00:00 AM, 14:22:03, Water Level, 151, 
D10, 10/21/2021 12:00:00 AM, 14:22:24, Water Level, 155, 
D10, 10/21/2021 12:00:00 AM, 14:22:44, Water Level, 155, 
D10, 10/21/2021 12:00:00 AM, 14:23:05, Water Level, 160, 
D10, 10/21/2021 12:00:00 AM, 14:23:26, Water Level, 156, 
D10, 10/21/2021 12:00:00 AM, 14:23:47, Water Level, 157, 
D10, 10/21/2021 12:00:00 AM, 14:24:07, Water Level, 155, 
D10, 10/21/2021 12:00:00 AM, 14:24:28, Water Level, 154, 
D10, 10/21/2021 12:00:00 AM, 14:24:48, Water Level, 152, 
D10, 10/21/2021 12:00:00 AM, 14:25:09, Water Level, 156, 
D10, 10/21/2021 12:00:00 AM, 14:25:30, Water Level, 155, 
D10, 10/21/2021 12:00:00 AM, 14:25:50, Water Level, 158, 
D10, 10/21/2021 12:00:00 AM, 14:26:11, Water Level, 158, 
D10, 10/21/2021 12:00:00 AM, 14:26:32, Water Level, 157, 
D10, 10/21/2021 12:00:00 AM, 14:26:53, Water Level, 159, 
D10, 10/21/2021 12:00:00 AM, 14:27:14, Water Level, 154, 
D10, 10/21/2021 12:00:00 AM, 14:27:35, Water Level, 155, 
D10, 10/21/2021 12:00:00 AM, 14:27:56, Water Level, 153, 
D10, 10/21/2021 12:00:00 AM, 14:28:17, Water Level, 152, 
D10, 10/21/2021 12:00:00 AM, 14:28:38, Water Level, 153, 
D10, 10/21/2021 12:00:00 AM, 14:28:59, Water Level, 152, 
D10, 10/21/2021 12:00:00 AM, 14:29:20, Water Level, 153, 
D10, 10/21/2021 12:00:00 AM, 14:29:41, Water Level, 151, 
D10, 10/21/2021 12:00:00 AM, 14:30:02, Water Level, 149, 
D10, 10/21/2021 12:00:00 AM, 14:30:22, Water Level, 151, 
D10, 10/21/2021 12:00:00 AM, 14:30:43, Water Level, 147, 
D10, 10/21/2021 12:00:00 AM, 14:31:04, Water Level, 150, 
D10, 10/21/2021 12:00:00 AM, 14:31:25, Water Level, 150, 
D10, 10/21/2021 12:00:00 AM, 14:31:46, Water Level, 146, 
D10, 10/21/2021 12:00:00 AM, 14:32:06, Water Level, 148, 
D10, 10/21/2021 12:00:00 AM, 14:32:27, Water Level, 147, 
D10, 10/21/2021 12:00:00 AM, 14:32:49, Water Level, 147, 
D10, 10/21/2021 12:00:00 AM, 14:33:09, Water Level, 146, 
D10, 10/21/2021 12:00:00 AM, 14:33:31, Water Level, 146, 
D10, 10/21/2021 12:00:00 AM, 14:33:51, Water Level, 148, 
D10, 10/21/2021 12:00:00 AM, 14:34:13, Water Level, 148, 
D10, 10/21/2021 12:00:00 AM, 14:34:33, Water Level, 149, 
D10, 10/21/2021 12:00:00 AM, 14:34:54, Water Level, 152, 
D10, 10/21/2021 12:00:00 AM, 14:35:15, Water Level, 151, 
D10, 10/21/2021 12:00:00 AM, 14:35:36, Water Level, 149, 
D10, 10/21/2021 12:00:00 AM, 14:35:57, Water Level, 149, 
D10, 10/21/2021 12:00:00 AM, 14:36:18, Water Level, 147, 
D10, 10/21/2021 12:00:00 AM, 14:36:39, Water Level, 148, 
D10, 10/21/2021 12:00:00 AM, 14:37:00, Water Level, 143, 
D10, 10/21/2021 12:00:00 AM, 14:37:21, Water Level, 147, 
D10, 10/21/2021 12:00:00 AM, 14:37:42, Water Level, 146, 
D10, 10/21/2021 12:00:00 AM, 14:38:02, Water Level, 146, 
D10, 10/21/2021 12:00:00 AM, 14:38:23, Water Level, 148, 
D10, 10/21/2021 12:00:00 AM, 14:38:44, Water Level, 147, 
D10, 10/21/2021 12:00:00 AM, 14:39:06, Water Level, 143, 
D10, 10/21/2021 12:00:00 AM, 14:39:27, Water Level, 147, 
D10, 10/21/2021 12:00:00 AM, 14:39:48, Water Level, 145, 
D10, 10/21/2021 12:00:00 AM, 14:40:10, Water Level, 148, 
D10, 10/21/2021 12:00:00 AM, 14:40:31, Water Level, 144, 
D10, 10/21/2021 12:00:00 AM, 14:40:52, Water Level, 145, 
D10, 10/21/2021 12:00:00 AM, 14:41:13, Water Level, 146, 
D10, 10/21/2021 12:00:00 AM, 14:41:34, Water Level, 146, 
D10, 10/21/2021 12:00:00 AM, 14:41:58, Water Level, 145, 
D10, 10/21/2021 12:00:00 AM, 14:42:19, Water Level, 143, 
D10, 10/21/2021 12:00:00 AM, 14:42:40, Water Level, 146, 
D10, 10/21/2021 12:00:00 AM, 14:43:02, Water Level, 143, 
D10, 10/21/2021 12:00:00 AM, 14:43:23, Water Level, 143, 
D10, 10/21/2021 12:00:00 AM, 14:44:06, Water Level, 147, 
D10, 10/21/2021 12:00:00 AM, 14:44:27, Water Level, 145, 
A9, 10/21/2021 12:00:00 AM, 14:11:28, Water Level, 0, 
A9, 10/21/2021 12:00:00 AM, 14:11:48, Water Level, 1, 
A9, 10/21/2021 12:00:00 AM, 14:12:09, Water Level, 2, 
A9, 10/21/2021 12:00:00 AM, 14:12:29, Water Level, 3, 
A9, 10/21/2021 12:00:00 AM, 14:12:50, Water Level, 2, 
A9, 10/21/2021 12:00:00 AM, 14:13:10, Water Level, 4, 
A9, 10/21/2021 12:00:00 AM, 14:13:30, Water Level, 2, 
A9, 10/21/2021 12:00:00 AM, 14:13:51, Water Level, 5, 
A9, 10/21/2021 12:00:00 AM, 14:14:11, Water Level, 3, 
